GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
RPL34P23,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P22,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P21,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P20,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P29,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P28,0,0,0,0,0,NA,NA,NA,NA,NA
RPL5P15,0,0,0,0,0,NA,NA,NA,NA,NA
C20orf85,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF8,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF9,0,0,0,0,0,NA,NA,NA,NA,NA
RPL5P11,0,0,0,0,0,NA,NA,NA,NA,NA
OR2M1P,0,0,0,0,0,NA,NA,NA,NA,NA
RPL5P13,0,0,0,0,0,NA,NA,NA,NA,NA
RPL5P12,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF2,0,0,0,0,0,NA,NA,NA,NA,NA
ABCA12,1,0,0,0,1,25921176,NA,NA,NA,21616586
C1QTNF1,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF6,1,0,0,0,0,23691160,NA,NA,NA,NA
C1QTNF7,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF4,0,0,0,0,0,NA,NA,NA,NA,NA
C1QTNF5,0,0,0,0,0,NA,NA,NA,NA,NA
CREB3L2,0,0,0,0,0,NA,NA,NA,NA,NA
CREB3L3,0,0,0,0,0,NA,NA,NA,NA,NA
CREB3L1,2,0,0,0,0,"25625847,26810754",NA,NA,NA,NA
CREB3L4,0,0,0,0,0,NA,NA,NA,NA,NA
OR8K4P,0,0,0,0,0,NA,NA,NA,NA,NA
C17orf77,0,0,0,0,0,NA,NA,NA,NA,NA
C17orf75,0,0,0,0,0,NA,NA,NA,NA,NA
C17orf74,0,0,0,0,0,NA,NA,NA,NA,NA
MTOHR,0,0,0,0,0,NA,NA,NA,NA,NA
C17orf78,0,0,0,0,0,NA,NA,NA,NA,NA
THRB-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P30,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P31,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P32,0,0,0,0,0,NA,NA,NA,NA,NA
OR2L5,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P34,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P35,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P36,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P37,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P38,0,0,0,0,0,NA,NA,NA,NA,NA
OR2L8,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAB1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-476P,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFB8,0,0,0,0,0,NA,NA,NA,NA,NA
HEBP1,0,0,0,0,0,NA,NA,NA,NA,NA
HEBP2,0,0,0,0,0,NA,NA,NA,NA,NA
DUS2,0,0,0,0,0,NA,NA,NA,NA,NA
ASH1L-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-827P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR1233-1,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFB2,0,0,0,0,0,NA,NA,NA,NA,NA
IWS1,0,1,0,0,0,NA,24462114,NA,NA,NA
MIR4464,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4467,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4466,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4461,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4460,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4463,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4462,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-501P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4469,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4468,0,0,0,0,0,NA,NA,NA,NA,NA
L2HGDH,0,0,0,0,0,NA,NA,NA,NA,NA
ARMC2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
LECT1,0,0,0,0,0,NA,NA,NA,NA,NA
LECT2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-64P,0,0,0,0,0,NA,NA,NA,NA,NA
ATF7IP2,0,0,0,0,0,NA,NA,NA,NA,NA
PRR12,0,0,0,0,0,NA,NA,NA,NA,NA
PRR13,0,0,0,0,0,NA,NA,NA,NA,NA
PRR11,0,5,0,0,1,NA,"26162986,25666944,25973065,25971332,26252227",NA,NA,25971332
PRR16,0,0,0,0,0,NA,NA,NA,NA,NA
PRR14,0,1,0,0,0,NA,27041574,NA,NA,NA
LMO1,0,1,1,0,0,NA,25037573,26459575,NA,NA
PRR18,0,0,0,0,0,NA,NA,NA,NA,NA
PRR19,0,0,0,0,0,NA,NA,NA,NA,NA
LMO2,0,1,2,0,3,NA,26739332,"24386807,27028859",NA,"20531244,25961927,25691062"
SPG5B,0,0,0,0,0,NA,NA,NA,NA,NA
TRH-GTG1-3,0,0,0,0,0,NA,NA,NA,NA,NA
IFNL1,0,0,0,0,0,NA,NA,NA,NA,NA
IFNL2,0,0,0,0,0,NA,NA,NA,NA,NA
IFNL3,0,0,0,0,1,NA,NA,NA,NA,26186989
IFNL4,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00032,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-965P,0,0,0,0,0,NA,NA,NA,NA,NA
TIMM13,0,0,0,0,0,NA,NA,NA,NA,NA
TIMM10,0,0,0,0,0,NA,NA,NA,NA,NA
OPCML,1,0,1,1,0,21273058,NA,26890304,26175934,NA
RN7SL145P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-268P,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P9,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P8,0,0,0,0,0,NA,NA,NA,NA,NA
SUGT1,0,0,0,0,0,NA,NA,NA,NA,NA
OR56B3P,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P1,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P3,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P2,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P5,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P4,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P7,0,0,0,0,0,NA,NA,NA,NA,NA
BMS1P6,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3115,0,0,0,0,0,NA,NA,NA,NA,NA
GINGF3,0,0,0,0,0,NA,NA,NA,NA,NA
GINGF2,0,0,0,0,0,NA,NA,NA,NA,NA
GINGF4,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP11,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP10,0,0,0,0,0,NA,NA,NA,NA,NA
SPG56,0,0,0,0,0,NA,NA,NA,NA,NA
ANIB4,0,0,0,0,0,NA,NA,NA,NA,NA
TRPC4AP,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL808P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL396P,0,0,0,0,0,NA,NA,NA,NA,NA
GHET1,1,0,0,0,0,25400817,NA,NA,NA,NA
LRRC37A15P,0,0,0,0,0,NA,NA,NA,NA,NA
SCGB1A1,0,3,0,0,0,NA,"25675280,26937342,25723738",NA,NA,NA
FAM186B,0,0,0,0,0,NA,NA,NA,NA,NA
FAM186A,0,0,0,1,0,NA,NA,NA,26553438,NA
EBR3,0,0,0,0,0,NA,NA,NA,NA,NA
CHCHD4P1,0,0,0,0,0,NA,NA,NA,NA,NA
CHCHD4P2,0,0,0,0,0,NA,NA,NA,NA,NA
CHCHD4P3,0,0,0,0,0,NA,NA,NA,NA,NA
CHCHD4P4,0,0,0,0,0,NA,NA,NA,NA,NA
CHCHD4P5,0,0,0,0,0,NA,NA,NA,NA,NA
EBR4,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P20,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P21,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P22,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P23,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P24,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P25,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P26,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P27,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P28,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPA1P29,0,0,0,0,0,NA,NA,NA,NA,NA
PLEKHD1,0,0,0,0,0,NA,NA,NA,NA,NA
ADGRB1,0,0,0,0,0,NA,NA,NA,NA,NA
ADGRB2,0,0,0,0,0,NA,NA,NA,NA,NA
ADGRB3,0,0,0,0,0,NA,NA,NA,NA,NA
OR7C2,0,0,0,0,0,NA,NA,NA,NA,NA
OSCP1,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD20A19P,0,0,0,0,0,NA,NA,NA,NA,NA
VN1R70P,0,0,0,0,0,NA,NA,NA,NA,NA
TAF4,0,0,0,0,0,NA,NA,NA,NA,NA
FTO-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
BPHL,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01010,0,0,0,0,0,NA,NA,NA,NA,NA
RNF25,0,0,0,0,0,NA,NA,NA,NA,NA
RNF24,0,0,0,0,0,NA,NA,NA,NA,NA
RNF26,0,0,0,1,0,NA,NA,NA,12964006,NA
NT5C1B-RDH14,0,0,0,0,0,NA,NA,NA,NA,NA
SRGAP3-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SRGAP3-AS3,0,0,0,0,0,NA,NA,NA,NA,NA
SRGAP3-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01106,0,0,0,0,0,NA,NA,NA,NA,NA
LSP1,0,1,0,2,0,NA,24681604,NA,"24681604,17615082",NA
ARHGEF26-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
A2ML1,0,0,0,0,0,NA,NA,NA,NA,NA
MARS,0,1,2,3,0,NA,25635344,"22808207,25808111","25301365,20957335,19948074",NA
OFD1P16Y,0,0,0,0,0,NA,NA,NA,NA,NA
KRTAP19-10P,0,0,0,0,0,NA,NA,NA,NA,NA
TOX,2,1,1,1,1,"17980649,19628642",24813936,25386876,18446232,24654922
TOM1,0,0,0,1,0,NA,NA,NA,23981989,NA
SPARCL1,0,0,4,1,0,NA,NA,"22927397,26604137,23916135,26294211",22891198,NA
MYOT,0,0,0,0,0,NA,NA,NA,NA,NA
MYOC,0,0,0,0,0,NA,NA,NA,NA,NA
TAF8,0,0,0,0,0,NA,NA,NA,NA,NA
CYS1,0,0,0,0,0,NA,NA,NA,NA,NA
MYOF,0,1,1,0,1,NA,24894543,25043424,NA,23851313
RNU6-1099P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL16P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL270P,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM41A,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM41B,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT9,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT8,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT3,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT2,0,0,0,0,0,NA,NA,NA,NA,NA
AARS2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6859-1,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT7,0,1,0,0,1,NA,26541675,NA,NA,26135631
CNOT6,0,1,1,0,0,NA,26541675,26512949,NA,NA
CNOT4,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L9,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L8,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L1,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD49,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L3,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L2,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L5,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L4,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L7,0,0,0,0,0,NA,NA,NA,NA,NA
DDX11L6,0,0,0,0,0,NA,NA,NA,NA,NA
ERVH48-1,0,0,0,0,0,NA,NA,NA,NA,NA
YARS2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL446P,0,0,0,0,0,NA,NA,NA,NA,NA
GLRX3P1,0,0,0,0,0,NA,NA,NA,NA,NA
GLRX3P2,0,0,0,0,0,NA,NA,NA,NA,NA
FAM92A1P2,0,0,0,0,0,NA,NA,NA,NA,NA
FAM92A1P1,0,0,0,0,0,NA,NA,NA,NA,NA
MYO6,0,1,2,0,1,NA,25643992,"26856686,26937209",NA,23743496
RNU6-1284P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU4-53P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM90A7P,0,0,0,0,0,NA,NA,NA,NA,NA
EAPP,0,0,0,1,0,NA,NA,NA,25449198,NA
RSL24D1P1,0,0,0,0,0,NA,NA,NA,NA,NA
GNPDA2,0,0,0,0,0,NA,NA,NA,NA,NA
GNPDA1,0,0,0,0,0,NA,NA,NA,NA,NA
EGI,0,0,0,0,0,NA,NA,NA,NA,NA
INSRR,0,0,0,0,0,NA,NA,NA,NA,NA
MTATP8P4,0,0,0,0,0,NA,NA,NA,NA,NA
RASAL3,0,0,0,0,0,NA,NA,NA,NA,NA
MIR548X2,0,0,0,0,0,NA,NA,NA,NA,NA
MTATP8P1,0,0,0,0,0,NA,NA,NA,NA,NA
MTATP8P2,0,0,0,0,0,NA,NA,NA,NA,NA
MTATP8P3,0,0,0,0,0,NA,NA,NA,NA,NA
SPG20-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1171P,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P30,0,0,0,0,0,NA,NA,NA,NA,NA
SLC12A5,0,0,0,1,0,NA,NA,NA,24699064,NA
OR5M2P,0,0,0,0,0,NA,NA,NA,NA,NA
SLC12A7,0,0,1,0,0,NA,NA,26158673,NA,NA
SLC12A6,0,0,0,0,0,NA,NA,NA,NA,NA
SLC12A1,0,0,1,0,0,NA,NA,26831905,NA,NA
SLC12A3,0,0,0,0,0,NA,NA,NA,NA,NA
SLC12A2,0,0,0,0,1,NA,NA,NA,NA,25025965
SLC12A9,0,0,0,0,0,NA,NA,NA,NA,NA
FOSB,0,2,0,3,2,NA,"26739332,26608367",NA,"18413814,21406062,26608367","20571966,25409614"
IGHD5-24,0,0,0,0,0,NA,NA,NA,NA,NA
MRVI1,0,0,0,0,0,NA,NA,NA,NA,NA
GNG10P1,0,0,0,0,0,NA,NA,NA,NA,NA
CDK4PS,0,0,0,0,0,NA,NA,NA,NA,NA
MIR124-2HG,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL728P,0,0,0,0,0,NA,NA,NA,NA,NA
LEPROTL1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR487B,0,0,0,0,0,NA,NA,NA,NA,NA
MIR487A,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-56P,0,0,0,0,0,NA,NA,NA,NA,NA
SNORA104,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC127,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC126,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC125,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC124,0,0,0,0,0,NA,NA,NA,NA,NA
SLC11A2,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC122,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC121,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC120,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC129,0,0,0,0,0,NA,NA,NA,NA,NA
ZIK1,0,0,0,1,0,NA,NA,NA,19777566,NA
STK26,0,0,0,0,0,NA,NA,NA,NA,NA
STK25,0,0,1,0,0,NA,NA,25550858,NA,NA
STK24,0,0,0,0,0,NA,NA,NA,NA,NA
PRAMEF35P,0,0,0,0,0,NA,NA,NA,NA,NA
L1TD1,0,0,0,0,0,NA,NA,NA,NA,NA
TRC-ACA1-1,0,0,0,0,0,NA,NA,NA,NA,NA
SPATA31E3P,0,0,0,0,0,NA,NA,NA,NA,NA
OR8Q1P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-912P,0,0,0,0,0,NA,NA,NA,NA,NA
SLC25A25-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SDCBPP3,0,0,0,0,0,NA,NA,NA,NA,NA
SDCBPP2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP101,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP100,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP103,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP102,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP105,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP104,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP107,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP106,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP109,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP108,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01020,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01021,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01022,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01023,0,0,0,0,0,NA,NA,NA,NA,NA
DTYMK,0,1,0,1,0,NA,23715154,NA,15067352,NA
RNU6-464P,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01028,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01029,0,0,0,0,0,NA,NA,NA,NA,NA
PIWIL4,0,1,0,1,0,NA,25742785,NA,20146808,NA
PIWIL3,0,0,0,1,0,NA,NA,NA,20146808,NA
PIWIL2,1,2,3,4,1,19683485,"26373553,25742785","26647781,26622742,23135352","23104504,26647781,20146808,26064060",26125915
PIWIL1,0,2,0,2,0,NA,"25007054,25742785",NA,"20146808,26064060",NA
VN1R11P,0,0,0,0,0,NA,NA,NA,NA,NA
SPDYE16,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-668P,0,0,0,0,0,NA,NA,NA,NA,NA
ITGA9-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SPDYA,0,0,0,0,0,NA,NA,NA,NA,NA
SPDYC,0,0,0,0,0,NA,NA,NA,NA,NA
SDR9C7,0,0,0,0,0,NA,NA,NA,NA,NA
DNMBP,0,0,0,0,0,NA,NA,NA,NA,NA
HTR3E-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MRVI1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR196B,0,0,0,1,0,NA,NA,NA,25605245,NA
GKN1,0,1,0,0,0,NA,25999661,NA,NA,NA
GKN2,0,0,0,0,0,NA,NA,NA,NA,NA
TCF24,0,0,0,0,0,NA,NA,NA,NA,NA
TP53TG3HP,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL49P1,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL49P2,0,0,0,0,0,NA,NA,NA,NA,NA
TCF25,0,0,0,0,0,NA,NA,NA,NA,NA
PDCD5,0,1,1,0,0,NA,25109624,25625867,NA,NA
NELFCD,0,0,0,0,0,NA,NA,NA,NA,NA
TCF20,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-613P,0,0,0,0,0,NA,NA,NA,NA,NA
OR8F1P,0,0,0,0,0,NA,NA,NA,NA,NA
LENG1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6822,0,0,0,0,0,NA,NA,NA,NA,NA
NPFF,0,0,0,0,0,NA,NA,NA,NA,NA
TCF23,0,0,0,0,0,NA,NA,NA,NA,NA
LENG9,0,0,0,0,0,NA,NA,NA,NA,NA
LENG8,0,0,0,0,0,NA,NA,NA,NA,NA
ATP5F1,0,0,0,0,0,NA,NA,NA,NA,NA
ARMS2,0,0,0,0,0,NA,NA,NA,NA,NA
CERK,0,1,0,0,1,NA,25134723,NA,NA,26707801
CXorf38,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1246P,0,0,0,0,0,NA,NA,NA,NA,NA
RAB8A,0,0,0,0,1,NA,NA,NA,NA,24419231
BLACE,0,0,0,0,0,NA,NA,NA,NA,NA
CXorf36,0,0,0,0,0,NA,NA,NA,NA,NA
MIR375,0,0,1,0,1,NA,NA,23574937,NA,24481267
MIR377,0,0,0,0,0,NA,NA,NA,NA,NA
MIR370,0,0,0,0,0,NA,NA,NA,NA,NA
MIR372,0,0,0,0,0,NA,NA,NA,NA,NA
GABARAPL2,0,0,0,0,0,NA,NA,NA,NA,NA
OR4Q3,0,0,0,0,0,NA,NA,NA,NA,NA
OR4Q2,0,0,0,0,0,NA,NA,NA,NA,NA
PRR3,0,0,0,0,0,NA,NA,NA,NA,NA
PRR4,0,0,0,0,0,NA,NA,NA,NA,NA
MIR379,0,0,0,0,0,NA,NA,NA,NA,NA
PRR7,0,0,0,0,0,NA,NA,NA,NA,NA
DVL2,0,2,2,5,0,NA,"25375359,26910912","23652996,24413182","21531761,25871009,26892600,17671721,20639871",NA
DVL3,0,2,2,1,0,NA,"26227219,24933634","25168481,23545177",17671721,NA
KDM4A,0,2,2,0,1,NA,"26722485,25564517","25189356,26731476",NA,26904954
DVL1,1,2,1,1,0,14517837,"26227219,24933634",23545177,17671721,NA
TRBV12-1,0,0,0,0,0,NA,NA,NA,NA,NA
KDM4E,0,0,0,0,0,NA,NA,NA,NA,NA
KDM4D,0,1,0,1,0,NA,26722485,NA,22514644,NA
CRACR2B,0,0,0,0,0,NA,NA,NA,NA,NA
CRACR2A,0,0,0,0,0,NA,NA,NA,NA,NA
PSME4,0,0,0,0,0,NA,NA,NA,NA,NA
PSME2,0,0,0,0,0,NA,NA,NA,NA,NA
PSME3,0,0,0,0,0,NA,NA,NA,NA,NA
PSME1,0,1,1,0,0,NA,24768906,23918357,NA,NA
TCEAL4P1,0,0,0,0,0,NA,NA,NA,NA,NA
MTSS1,2,0,3,2,1,"15870888,21965727",NA,"23383207,23917490,24318128","23563852,22455847",26198729
RWDD1P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1243P,0,0,0,0,0,NA,NA,NA,NA,NA
RASA1,0,1,2,1,1,NA,24600991,"25189356,25939597",25663768,26747707
MTFR1L,0,0,0,0,0,NA,NA,NA,NA,NA
TOPBP1,0,3,1,1,1,NA,"26438152,25216549,26003539",24847116,15195143,23908141
FRY-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF511-PRAP1,0,0,0,0,0,NA,NA,NA,NA,NA
CLEC4GP1,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY15P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-148P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR663AHG,0,0,0,0,0,NA,NA,NA,NA,NA
FAM187B2P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-853P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR138-2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR138-1,0,0,0,0,0,NA,NA,NA,NA,NA
FURIN,0,1,6,2,6,NA,25808871,"23226097,23752065,23879975,24818756,26990187,23126600","16182247,26137475","23076869,21496119,22479394,23348423,22038627,24145282"
CDK5R1,0,1,0,0,0,NA,24040438,NA,NA,NA
TAGLN2,2,1,0,0,1,"21304530,26081836",26721444,NA,NA,23527717
GJD4,0,0,0,0,0,NA,NA,NA,NA,NA
GJD3,0,0,0,1,0,NA,NA,NA,21406965,NA
GJD2,0,0,0,1,0,NA,NA,NA,21406965,NA
LCN1P2,0,0,0,0,0,NA,NA,NA,NA,NA
RBM33,0,0,0,0,0,NA,NA,NA,NA,NA
LCN1P1,0,0,0,0,0,NA,NA,NA,NA,NA
NARS2,0,0,0,0,0,NA,NA,NA,NA,NA
NAIP,1,1,2,3,2,26282902,25344864,"26507126,25344864","15138717,14527959,26459459","24060068,21714853"
NUPL2,0,0,0,0,0,NA,NA,NA,NA,NA
GMPR,0,0,0,0,0,NA,NA,NA,NA,NA
GMPS,0,0,0,0,1,NA,NA,NA,NA,23489215
TTC39C-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CNOT10-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
EPHB3,0,0,0,2,0,NA,NA,NA,"19483190,18281782",NA
FKBP1A-SDCBP2,0,0,0,0,0,NA,NA,NA,NA,NA
NOP10,0,0,0,0,0,NA,NA,NA,NA,NA
MIR1263,0,0,0,0,0,NA,NA,NA,NA,NA
NOP14,0,0,0,0,2,NA,NA,NA,NA,"22425761,22797009"
EXOC3L1,0,0,0,0,0,NA,NA,NA,NA,NA
NOP16,0,0,0,0,0,NA,NA,NA,NA,NA
EPHB6,0,2,1,2,1,NA,"24451080,24123310",25789021,"20126641,14726470",26414866
TMEM174,0,0,0,0,0,NA,NA,NA,NA,NA
OR2A9P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-421P,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM175,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-324P,0,0,0,0,0,NA,NA,NA,NA,NA
EPHB4,1,3,4,3,4,16205642,"23844053,26073592,24348920","25886373,25831049,25724901,25724897","18281782,23557862,19738063","21092311,23079712,25051915,26414866"
CLSTN1,1,0,0,1,1,17606710,NA,NA,18446232,24419231
SLC25A51P1,0,0,0,0,0,NA,NA,NA,NA,NA
SLC25A51P2,0,0,0,0,0,NA,NA,NA,NA,NA
SLC25A51P3,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM171,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-556P,0,0,0,0,0,NA,NA,NA,NA,NA
TRY-GTA4-1,0,0,0,0,0,NA,NA,NA,NA,NA
KRTAP8-2P,0,0,0,0,0,NA,NA,NA,NA,NA
APOLD1,0,0,0,0,0,NA,NA,NA,NA,NA
HCG13P,0,0,0,0,0,NA,NA,NA,NA,NA
VN1R25P,0,0,0,0,0,NA,NA,NA,NA,NA
NYNRIN,0,0,0,0,0,NA,NA,NA,NA,NA
C11orf68,0,0,0,0,0,NA,NA,NA,NA,NA
OR6K5P,0,0,0,0,0,NA,NA,NA,NA,NA
C11orf65,0,0,0,0,0,NA,NA,NA,NA,NA
C11orf63,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL40P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL513P,0,0,0,0,0,NA,NA,NA,NA,NA
CPEB1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CCR1,0,1,1,6,0,NA,26183450,23876400,"23891973,25326065,22614322,20616008,19446722,17974948",NA
CCR2,3,8,11,4,6,"26556868,24426221,22982413","26708832,26863636,26733169,25797207,26591766,25505466,26137413,25536148","25263196,26317041,23585426,25312961,26327448,23845726,25483747,24975468,24970800,24406043,25266801","19351767,22614322,23695722,26014148","22422663,23653148,24332572,23221383,27055731,26185420"
CCR3,0,0,2,3,0,NA,NA,"26756352,24604010","19351767,22614322,19383918",NA
CCR4,0,2,1,3,1,NA,"25325779,25031489",23845726,"21475900,23649168,24582560",23233419
